,problem_id,problem_id.1,translated
5458,5459,['Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*'],[“没有什么比不断地重新评价Izzo更像是MSU的铁杆粉丝了，Izzo是继D.Daugherty或Biggie flipping Munn之后我们唯一的一个始终如一的赢家”]
5459,5460,"['Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2']",没有什么比一个百万富翁抱怨自己破产更能说明问题了，是吧？#Hillary2016，让我休息一下，哈哈。#p2']
5460,5461,['Nothing worse than a baby bitch pussy. Go fly a kite'],[“没有什么比一个小婊子娘娘腔更糟糕的了。去放风筝']
5461,5462,"['Notice I didn\'t tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS...']",注意，我没有发“拜奇”。。。。拜奇和婊子不同。。。。我的逻辑。。。它是…']
5462,5463,"[""Notice I don't make music for niggas that don't get pussy.-Drake\n#LordKnows""]",[“注意，我不为那些不喜欢阴部的黑人做音乐。-德雷克\n#上帝知道”]
5463,5464,['Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France'],[“现在我看到圣战者的粉丝们在谈论在阿尔及利亚法国绑架一名法国人的事件]
5464,5465,"['Now I could say my name butttttt, ya bitch already knows it ']",[“现在我可以说我的名字了，你这个婊子已经知道了”]
5465,5466,"[""Now I don't even want to do anything. Son of a bitch""]",[“现在我什么都不想做。狗娘养的“]
5466,5467,"[""Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !""]",[“现在我和黑鬼分开了，我不相信那些不会饿死我的黑鬼和那些我没干过的婊子！”]
5467,5468,"[""Now I'm gook boy shawty ",[“现在我是傻瓜肖蒂
5468,5469,"[""Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye""]",[“现在我在听《小幽灵》的《今秋有点悲伤的伊玛单身》我知道你会对我的TL感到恼火，但是是的”]
5469,5470,"[""Now UNFOLLOWING !!! Lol My pussy been turned off lately.. I won't be fucking no time soon. Forever dry""]",[“现在展开！！！哈哈，我的猫最近被关了。。我不会很快就上床的。永远干燥“]
5470,5471,['Now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin'],[“现在有一天，尼卡人宁愿做一个真正的智者，一个尼卡人或婊子，他们想操智者，而不是有一天，我们这一代人正在堕落”]
5471,5472,"['Now a days, hoes be twerkin for new weave.']",[“现在是新的一天，锄头是新的编织物。”
5472,5473,"[""Now a neighborhood nigga like me ain't supposed to get no pussy like this""]",[“像我这样的邻居不应该有这样的阴部”]
5473,5474,"['Now all the hoes bout to post ""the saints lost but im still cute"" pics on the gram ']",['现在所有的hoes都要在gram上发布“圣徒们输了，但我仍然很可爱”的图片']
5474,5475,"[""Now da #Heat fans bacc y'all niccas kill me ain't tweeted shit all damn game""]",[“现在热火队的球迷们，你们所有的尼克斯杀了我，不是在推特上说的狗屁游戏”]
5475,5476,"[""Now don't you hate them ol... Lyin ass hoes... Smilin in ya face wearin her best friends clothes""]",[“现在你不恨他们了吗。。。赖恩锄头。。。你脸上的微笑穿着她最好的朋友的衣服“]
5476,5477,['Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS'],[“现在愤怒的圣战分子正在向参与叙利亚伊斯兰国爆炸的沙特战斗机飞行员发出谋杀请求”]
5477,5478,"[""Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.""]",[“现在我身边的婊子，我的主婊子，我的主锄头，感觉不到我，不，不，不，”]
5478,5479,['Now my side bitch my main bitch cause my main bitch aint feelin me no moe'],[“现在我身边的婊子我的主要婊子因为我的主要婊子没有感觉到我没有moe”]
5479,5480,"[""Now niccas won't haircuts""]",[“现在尼卡斯不理发了”]
5480,5481,"['Now put Ya ass on this dicc, let me know you that baddest lit bitch.']",[“现在把你的屁股放在这个dicc上，让我知道你是最坏的婊子。”]
5481,5482,"['Now that nicki minaj said ""fuck skinny bitches"" watch all these fat bitches come outta no where it\'s time to play.']",[“现在尼基·米纳吉说了“去他妈的瘦婊子”，看着这些胖婊子从任何地方出来，是时候玩了。”]
5482,5483,"[""Now that's how you let the beat build bitch .. Thats my ish  As I hit the kill switch.....""]",[“现在你就这样让节拍造婊子。。这是我按下杀戮开关时发出的声音……“]
5483,5484,['Now the bitch tryin to do vids too? Gurl sit cho ass down'],[现在这个婊子也在试着做视频？咕噜，坐下
5484,5485,['Now they cheating bitch yall defense SAD as the fuck!!!!!  They about to cheat'],['现在他们欺骗婊子，你他妈的伤心死了！！！！！他们要作弊了']
5485,5486,['Now this new bitch acting dumb tryna correct my every word.'],[“现在这个新来的婊子装傻试图纠正我的每一句话。”]
5486,5487,['Now when I put this pussy on Vivian she bet not be playing '],[“现在当我把这个女人放在薇薇安身上时，她肯定不会玩了”]
5487,5488,"[""Now you're drinking till you're unconscious. Feel me when you get a fine bitch.""]",[“现在你一直喝到失去知觉。当你得到一个好婊子的时候，感受我
5488,5489,"['Now, the Jihadi networks waking up &amp; claiming #Raqqa radio confirmed two planes shot down &amp; 1 pilot captured. #ISIS #Syria']",['现在，圣战网络觉醒&amp；拉卡电台证实两架飞机被击落；抓获1名飞行员。#ISIS#叙利亚']
5489,5490,['Nower days the defenition of a bad bitch is how good her pussy is ?'],[“现在坏婊子的防御就是她的阴部有多好？”]
5490,5491,['Nuggas be to obsessed with the homies. Like the cant bag bitches'],['Nuggas可能会被兄弟们迷住。就像那些不能装东西的婊子一样]
5491,5492,"['Nuh uh  still counts.  Im only a hoe on twitter, bae']",还是算数。我只是推特上的一个锄头，bae']
5492,5493,['Nuke town that pussy'],[“核弹城，那个娘娘腔”]
5493,5494,['Nyomi Banxxx and Skin Diamond the last of the good ebony porn bitches.'],[“Nyomi Banxxx和Skin Diamond是最后一个好的乌木色情婊子。”]
5494,5495,['OG old faced hunnids with a young hoe'],老面孔的匈牙利人和年轻的锄头
5495,5496,['OGs Love too See a yung nicca come up'],['OGs Love too See a yung nicca come up']
5496,5497,['OH NO are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe'],[“哦，不，你是说民主党失去了茶袋客的选票吗？LMAO波波头#morningjoe']
5497,5498,"[""OHH&gt; #whine #whine #whine says my #faggot #ass #steroid CREAM FORGIVING #Giants&gt; Is #busterposey takin' shot from #barrybonds? Is that it?""]",[“哦&gt；ţ呜呜ţ呜呜ţ呜呜说我的ţ基佬ţ屁股ţ类固醇霜原谅ţ巨人&gt；ţ巴斯特波西是从ţ巴里邦射中的吗？是这样吗？”]
5498,5499,['OKC nigguh'],['OKC nigga']
5499,5500,"[""OMG , I'm high as a bitch ! ""]",[“天哪，我兴奋极了！”]
5500,5501,['OMG ugly faggot. Your a bad mother. You should kill yourself like Robin Williams'],我的天啊，丑陋的同性恋。你是个坏母亲。你应该像罗宾威廉姆斯那样自杀
5501,5502,"[""OMG  Have yall ever met a dyke who didn't have a kid?""]",[“天哪，你见过没有孩子的堤坝吗？”]
5502,5503,"['OMG  Nothing in life has made me softer than ""Fuck me with your nigger dick""']",[天哪，生活中没有什么比“用你的黑鬼干我”更让我心软的了]
5503,5504,['OMG  when yo side bitch find the gift you bought for ya girl ,[天哪，当你身边的婊子找到你给你买的礼物时
5504,5505,['OMG This bitch on the Tico wont STFU ALREADy!!!!'],[“我的天啊，这婊子在提科已经不行了！！！！”]
5505,5506,['OMG&gt; I was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies.... #Game6 #torturebaseball'],['OMG&gt；我在街上扔啤酒瓶，对喝醉的无家可归的人大喊大叫，以停止骚扰特兰尼一家。。。。#游戏6#棒球']
5506,5507,['OMGGGGG...!!!! Nigga said Jerry ... black bitch.'],['OMGGGGG。。。！！！！黑鬼说杰瑞。。。黑婊子。']
5507,5508,['ON. SIGHT!!  Bitch I bet not see you in the streets trash ass nigga'],继续。看到了！！婊子，我敢打赌在街上看不到你
5508,5509,['OT nicca word to the nigga who played jesus'],[“给扮演耶稣的黑鬼一句话”]
5509,5510,['Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue'],['奥巴马嘲笑特奥会温迪戴维斯嘲笑残疾人你看到一个模式吗？民主党人#tcot#UniteBlue']
5510,5511,['Obamas Newly Released Gitmo Jihadi Has Links To Terrorists In Syria ,['奥巴马新释放的吉特莫圣战组织与叙利亚恐怖分子有联系
5511,5512,"['Obamas faves: Muslims, black ghetto trash ",['奥巴马的最爱：穆斯林，黑人贫民区垃圾
5512,5513,"[""Obama's Hellfire missiles tend to vaporize Jihadis #UniteBlue""]",[“奥巴马的地狱火导弹倾向于蒸发圣战分子”]
5513,5514,"['Ocean drive  then I gave it a pill I think ""I met that pussy on ocean drive,']",[“海洋大道”然后我给了它一颗药丸我想“我在海洋大道上遇到了那个女人，'”
5514,5515,"['Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden']",[噢，真是太好了，简又和一个摩洛哥人打交道了。在法蒂玛、拉米耶、托菲克之后，现在阿布德尔卡也找到了'）
5515,5516,"['Of all the lazy bitches, I was the laziest today #noregrets']",[“在所有懒惰的婊子中，我是今天最懒的#白鹭”]
5516,5517,['Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons'],[“当然，我对棒球的信心今年没有了。因为你这该死的白痴！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！#白痴“]
5517,5518,"[""Of course not. That means it's fajita time.  If I'm flat ironing? Oh, bitch. We ain't never leaving.""]",[“当然不是。也就是说现在是法吉塔时间。如果我在熨平衣服？哦，婊子。我们永远不会离开
5518,5519,['Off a lot of dope bitch I be high af'],[“我要戒掉很多毒品婊子”]
5519,5520,['Offensive line is trash'],[“进攻线是垃圾”]
5520,5521,"[""Offensively, Joe Johnson just as good as LeBron. If not better. Don't me pussies""]",[“进攻方面，乔·约翰逊和勒布朗一样出色。如果不是更好的话。别让我娘娘腔“]
5521,5522,['Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria ,【官员：圣战蟑螂现在预订前往叙利亚的游轮机票
5522,5523,"['Oh ""i hope Dre falls dickhole first into my pussy ""']",['Oh“我希望Dre先把dickhole摔进我的阴部”']
5523,5524,['Oh I forgot we lived in the ghetto....#hoodrats'],[“哦，我忘了我们住在贫民区….流氓”]
5524,5525,"[""Oh I'm back now 2nd vap don't fuck with this one bitches ",[“哦，我回来了，第二个吸血鬼，别跟这个婊子上床
5525,5526,"[""Oh I'm nasty for smoking cigarettes? And you're nasty for not washing behind your ears everyday stupid little bitch""]",[“噢，我讨厌抽烟？你每天都不洗耳恭听，真讨厌，愚蠢的小婊子“]
5526,5527,"[""Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long ",[“耶和华啊，你的手在我身上，你的影子在我身上盘旋我。为了你看在你的份上，伊斯拉家整天嘲笑我
5527,5528,"[""Oh bitch you lurkin !? Well bitch I'm TWERKIN ""]",[“哦，婊子，你潜伏在里面！？好吧，婊子，我是土鸡“]
5528,5529,['Oh hell yeah! Lol  you know that nicca injury prone'],[噢，见鬼，是的！哈哈，你知道nicca容易受伤吗
5529,5530,['Oh it was multiple DNA on ol girl man they ran a train on that hoe '],[“哦，那是一个女孩身上的多重DNA，他们用那个锄头开火车”]
5530,5531,"[""Oh it's coon bike week in Charlotte ok makes sense now""]",[“哦，现在是夏洛特的coon bike周，好吧，现在说得通了”]
5531,5532,"[""Oh look, Cutler didn't step into his throw and threw an int. Nice flat footed throw cunt.""]",[“哦，看，卡特勒没有进入他的投掷，并抛出了一个智力。漂亮的平足投掷贱人。”]
5532,5533,['Oh man. This could be a serious first ever Chanel bag contender  grape-colored Chanel bags ,哦，伙计。这可能是有史以来第一个严肃的香奈儿袋竞争者葡萄色香奈儿袋
5533,5534,"[""Oh my god oh my god.. I'm going to a bitch mob party today oh my god""]",[“哦，天哪，哦，天哪。。我今天要去参加一个婊子暴徒聚会哦，天哪“]
5534,5535,['Oh my god this bitch walked past me and legit smelled like a fish market!! TFEH TFEH TFEH'],[“哦，天哪，这婊子从我身边走过，身上散发着鱼市的味道！！TFEH TFEH TFEH']
5535,5536,['Oh my. There was an Oreo baked into that chocolate chip cookie. #surprise'],[哦，天啊。那块巧克力饼干里烤着奥利奥。#惊喜']
5536,5537,['Oh nah bitch .. I work too much to even think about it. Lol'],[哦，不，婊子。。我工作太多，想都不敢想。Lol']
5537,5538,"['Oh no she didnt  Watch yo mouth bitch ""One bitch and two dogs ",[“哦，不，她没有看你的嘴婊子”一个婊子和两条狗
5538,5539,['Oh no tht hoe ode fake !!!'],[“哦，不，这是假的！！！”]
5539,5540,"[""Oh no. It's Friday night, the night all the bitches cheat.""]",[“哦，不，今天是星期五晚上，所有婊子都作弊的那晚。”]
5540,5541,"[""Oh please. You're a pussy""]",[“哦，求你了。你是个娘娘腔“]
5541,5542,['Oh she is  I respect that because bitches can be spiteful when it come to children'],[“哦，她是我尊重的，因为婊子们在对待孩子时可能会怀恨在心”]
5542,5543,"[""Oh shit its still light out.. I've been in this bitch too long ""]",[“哦，该死，灯还亮着。。我在这婊子里待得太久了“]
5543,5544,['Oh shit!   Dallas trash. Your hairline is trash'],[哦，该死！达拉斯垃圾。你的发际线是垃圾']
5544,5545,"[""Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!""]",[“哦，天哪，我才意识到这个瘦小的特兰尼是杰瑞德·莱托。他体重减轻得面目全非。天哪！！！”]
5545,5546,"[""Oh so now BC we didn't cover u bitches wanna talk shit??""]",[“哦，所以现在BC我们没有报道你这些婊子想说屁话？？”]
5546,5547,"[""Oh well, you lil stupid ass bitch I don't fuck with Youuuuuu  Idfwu is a bitter ass song and only fuck niggas like it.""]",[“哦，好吧，你这个愚蠢的婊子，我不跟你上床，你这首歌很苦，只会跟黑鬼上床。”]
5547,5548,['Oh yeah! Especially Winston niccas lmao  think I wont lol. These 336 niggas'],[哦，是的！尤其是温斯顿·尼卡斯，我想我不会笑的。这336个黑鬼“]
5548,5549,['Oh you got a new bitch you think you got a new bitch ...'],[“哦，你有个新婊子，你以为你有个新婊子…”
5549,5550,['Oh you one of those stuck up bitches '],[“哦，你这个自命不凡的婊子”]
5550,5551,"['Oh you want pho? Well saimigi is ghetto pho, eat that shit since im broke']",[“哦，你想要阿福？好吧，saimigi是贫民区的pho，从我破产开始就吃那些狗屎吧']
5551,5552,"['Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life']",[“哦，你扔掉大麻会毁了你的生活，但我的考试分数比你高…”。只是在浪费我的生活“]
5552,5553,"[""Oh, and I'm back, bitch. No one walks all over me ever again. Ever.""]",[“哦，我回来了，婊子。再也没有人敢欺负我了。“永远。”]
5553,5554,"['Oh, bitch!!! #Scandal']",[哦，婊子！！！#丑闻']
5554,5555,"[""Oh, no. Not Whitney! It can't b true! &gt;sob, sob, weep, sob&lt; Oh, the crack industry has lost their champion! #RIPWhitney, ya dumb bitch.""]",[“哦，不，不是惠特尼！不可能是真的！&gt；呜呜，呜呜，呜呜，呜呜&lt；噢，快克行业失去了冠军！#瑞普惠特尼，你个蠢婊子
5555,5556,['Oh. Wow. Avoiding that bitch.'],[哦。真 的。避开那个婊子
5556,5557,"['Ohh &amp; btw when you get a call from 24 blame , bitch keeps signing up people bc she wants gym buddies lol']",[“哦&顺便说一句，当你接到24小时的电话时，婊子一直在和别人签约，因为她想和健身房的朋友们在一起，哈哈”]
5557,5558,['Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM'],['Ohh my gawd i wake so throw dis nicca paper sleep in my damn car n he呕吐n my Shit n i lost my phone smh GM']
5558,5559,"[""Ohkay ma Texas bitch keep textin me , callin cryin stressin me bout where I been but I've been with another bitch allegedly ""]",[“Ohkay妈的德克萨斯婊子一直在给我发短信，叫我哭着告诉我去了哪里，但据说我和另一个婊子在一起”]
5559,5560,"[""Ohmygod please don't be a bitch to me today.""]",[“Ohmygod，今天请不要对我发脾气。”]
5560,5561,['Oi look at this pussy on your bed ,看看你床上的女人
5561,5562,['Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee'],['好吧，不是所有的卡通网络节目都是垃圾。Stevm Universe是awwwesesomeeeee']
5562,5563,['Ok this is funny... A proud liberal who wants to end racism calls Tim Scott an Uncle Tom Lolz lib idiots #tcot ,['好吧，这很有趣。。。一个自豪的自由主义者想要结束种族歧视，他称蒂姆·斯科特为汤姆·洛兹叔叔，自民党白痴
5563,5564,"['Ok, night night bitches']",[“好吧，夜猫子”]
5564,5565,['Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass'],[好的。我想这婊子是不是刚说了一声她说什么？我相信你刚才说自己是个笨蛋
5565,5566,"[""Ok... sucking dick isn't supposed to be done in a cute Manor at all. Just like eating pussy you're not supposed to be scared of it.""]",[“好吧。。。在一个可爱的庄园里根本不应该吸鸡巴。就像吃猫咪一样，你不应该害怕它
5566,5567,"[""Okay I'm gonna need for everyone to stop calling Rihanna a hoe , k thanks .""]",[“好吧，我需要大家不要再叫蕾哈娜是锄头，谢谢。”]
5567,5568,['Okay ajay got one more time to call me a bitch in one of his lit sub tweets. Like bitch I will fucc yo lit life you got going UP !'],[“好吧，阿杰还有一次在他的一条微博上叫我婊子。像婊子一样，我要毁了你的生活]
5568,5569,"[""Okay but your number ain't been saved for how long ?  Okay Thancc You  tf hoe.""]",[“好吧，但是你的号码已经保存多久了？好的，谢谢
5569,5570,"[""Okay don't reply then I didn't want you to anyways bitch""]",[“好吧，别回答了，我不想让你成为婊子”]
5570,5571,"[""Okay so I know I'm like ten years late but I freaking HATE Ana Sofia from Lost fuck that dumb bitch wtf is her problem ""]",[“好吧，所以我知道我晚了十年，但我讨厌安娜索菲亚从失去他妈的那个愚蠢的婊子wtf是她的问题”]
5571,5572,['Okay so either is a super dyke or has some weird car sex fetish.'],[“好吧，要么是超级女同性恋，要么是对汽车有着奇怪的性癖。”]
5572,5573,['Okay!  Right bitch!!!  you mad cause YOU opened your mouth? #GreysAnatomy'],['好吧！好婊子！！！你因为张嘴而生气？#灰解剖']
5573,5574,"[""Okay, kids. #RickAndMorty just came on. That's how I know I'm tweeting WAY TOO LATE on a #Sunday night. #booya #bitches&gt; I'm outta here&gt;""]",[“好吧，孩子们。#RickAndMorty来了。所以我知道我在星期天晚上发微博太晚了。#booya#bitches&gt；我要走了&gt；“]
5574,5575,"[""Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human.""]",[“好吧，也许不是每个洛杉矶人都是邪恶的。但我想我遇到的80%的人都是垃圾，还有10%的人几乎不是人类
5575,5576,"[""Okay. Here. IF #natitude is SOOOOO COOL&gt; How come you bitches don't call Obama by BO JINGO? That's what I thought. #gobuycomb""]",[“好吧。在这里。如果“国家”很酷，你们这些婊子怎么不叫“博金哥”的奥巴马？我就是这么想的。#戈布科姆“]
5576,5577,"[""Okay. I'll stop being a bitch now... Maybe ""]",[“好吧。我不会再做婊子了。。。也许“]
5577,5578,['Oklahoma has 250 more yards than TU and is only up 4 points? trashhhhhhhh ass teams big xii trash'],俄克拉何马比屠呦呦多250码，只涨了4分？垃圾队大十二垃圾']
5578,5579,['Ol bitch ass look like she got a bobble head. @lilshwenda'],[我的婊子屁股看起来像个小脑袋。@lilshwenda']
5579,5580,['Ol heads always think a young nicca gon runoff wit they sacc'],[‘所有的头脑都认为年轻的尼卡会和他们的孩子在一起’
5580,5581,"[""Old hoe lol  My juice is gone, I'm just an old bitty now""]",[“我的果汁不见了，我只是个老家伙”]
5581,5582,"[""Old hoes get mad when you don't show them the attention they want.""]",[“老锄头们在你不给予他们想要的关注时会生气。”]
5582,5583,['Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.'],老太太去付账，一直伸手到我的盘子。讨厌在吧台上吃饭。愚蠢的白人婊子
5583,5584,"['Older black guy at factory\n""I know none of these coons i work with tipped so here\'s $15.""\nHe was right too ']",[“工厂里的老黑人”\n“我不认识和我一起工作的那些笨蛋，所以这是15美元。”\n他也是对的“]
5584,5585,"[""Ole girl really told me she doesn't care if her boyfriend has hoes. This is what's wrong with our generation.""]",[“老女孩真的告诉我她不在乎她的男朋友有没有锄头。这就是我们这一代人的问题所在
5585,5586,"[""Olivia's pussy so good that he got Jake to sip tea with the enemy. O.P. is the baddest bitch. #ScandalABC""]",[“奥利维亚的阴部很好，他让杰克和敌人喝茶。O.P.是最坏的婊子。#斯堪的纳维亚“]
5586,5587,['Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water'],['Omer Asik so trash on the official side of the floor dude real life murky doo doo water']
5587,5588,"[""Omfg I'm about to murk a bitch all I see is red dude""]",[“天哪，我要把一个婊子弄脏了，我只看到一个红色的家伙”]
5588,5589,['Omfg this tattoo hurts like a bitch #Painful'],['Omfg这个纹身疼得像个婊子#疼']
5589,5590,['Omfg. The crazy bitch is here'],[天哪]。“疯婆子来了”]
5590,5591,"[""Omg 9 more days !! In exactly a week I'll be in Vegas bitches !!! #edclv ",[“天哪，还有9天！！再过一个星期我就要去维加斯了！！！#edclv公司
5591,5592,"['Omg Dot ""I\'m sure that\'s not all you give away for free"" bitch!! ']",['Omg Dot“我敢肯定这不是你免费赠送的全部”婊子！！']
5592,5593,['Omg I hate this bitches fucking laugh.. shut the fuck upppp!'],[天哪，我讨厌这狗娘养的笑。。他妈的闭嘴]
5593,5594,['Omg I will just go to Charlie Bear to twerk team I fucks with them'],[“天哪，我要去查理熊那里和他们做爱”]
5594,5595,['Omg I will kill you for liking that pic I swear bitch'],[“天哪，我要杀了你，因为你喜欢那张照片，我发誓，婊子”]
5595,5596,['Omg bitch buy a dildo and stfu'],[‘我的婊子，买个假阴茎和假阴茎’]
5596,5597,['Omg bruh said this bitch look like a female JB smoove lmao ,天哪，布鲁说这婊子看起来像个女人
5597,5598,"['Omg chloe just pulled up to my house like ""come outside bitch""  hella cray']",[‘天哪，克洛伊把车停在我家，就像‘出来婊子’海拉·克雷’]
5598,5599,['Omg fuck these bitches #basedgod'],我操这些婊子
5599,5600,"[""Omg he's at it again. He's the most pathetic, spineless, no balls having piece of trash on twitter I've ever seen. Let me go throw up, blah.""]",[“天哪，他又来了。他是我见过的最可悲、最没骨气、最没胆量的人。让我去吐吧，废话
5600,5601,['Omg this bitch just said some shit'],[天哪，这婊子刚刚说了些废话]
5601,5602,['Omg this bitch was standing and humming a very deep and annoying tone the whole time she was at the counter wtf.'],[“天哪，这婊子站在柜台前，一直哼着深沉而烦人的调子。”]
5602,5603,['Omg! The cutest little tinker bell ever  ,[天哪！最可爱的小叮当
5603,5604,"[""Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*""]",[“天哪！！！你不能当着我的面说！愚蠢的锄头在说废话！！！伊玛喊她的屁股！！！*过于戏剧化的少女*“]
5604,5605,"[""Omgggggggggg Mila Kunis is so fing hot. F Sarah Marshall. She's like a bird anorexic.""]",[“天哪，米拉·库尼斯太性感了。莎拉·马歇尔。她就像一只厌食的鸟
5605,5606,['Omm this bitch dumb ass fuck'],[“哦，这个婊子，笨蛋，操”]
5606,5607,"['Omoide Yokocho : Shinjuku, Tokyo, Japan / Japn by Lost in Japan, by Miguel Michn ",['omide Yokocho:新宿，东京，日本/迷失在日本，米格尔米肯
5607,5608,['On GC I l8v3 dis bitch ,['在GC I L8V3 Dis Bitch上
5608,5609,"[""On UPenn campus all the black chicks here are trash but they're gonna be paid""]",[“在UPenn校园里，这里所有的黑人女孩都是垃圾，但他们会得到报酬”]
5609,5610,['On a handstand?  *pops pussy in delight*'],['倒立？*快乐的猫咪*']
5610,5611,['On a mission to find some zebra cakes'],[“执行寻找斑马蛋糕的任务”]
5611,5612,"[""On a scale of 1 to redneck, I'm watching Days of Thunder right now. #goCruise""]",[“从1到雷德内克，我现在正在看《雷霆万钧》。#戈克鲁斯“]
5612,5613,['On break feeling xxxtra dumb cause i forgot my lunch money like a hoe'],[“休息的时候感觉很傻，因为我忘了我的午餐钱像锄头一样”]
5613,5614,"['On my own shit, jus turned 18 bitches on dat ""now you grown"" shit ']",[“在我自己的屎上，jus变成了dat的18个婊子”现在你变成了“屎”]
5614,5615,['On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic'],[“在9/11的周年纪念日，伊斯兰国和基地组织的支持者都声称本拉登是他们自己的，以显示他们的圣战真实性ා可悲']
5615,5616,['On the secret Party mission! Live tweaking to mock FATPO.'],['执行秘密任务！现场调整以模仿FATPO。“]
5616,5617,['On this 2k14 Online hitting on these niggah '],['在这个2k14网上打这些黑鬼']
5617,5618,"[""On westside I'm screamin fuck KD bitch!!""]",[“在西区我在尖叫，操KD婊子！！”]
5618,5619,"[""On westside I'm screamin fuck KD bitch!!!!""]",[“在西区我在尖叫，操KD婊子！！！！”]
5619,5620,"[""On ya pussy rap sheet it's a whole lot of bros !""]",[“在你娘娘腔的犯罪记录上，有很多兄弟！”]
5620,5621,"['Once again...HELLO HARDIN COUNTY \n""""Everyone knows a hoe named Ashley"" - HSN""']",['再一次…哈丁县你好\n“”大家都认识一个叫阿什利的锄头“-HSN”']
5621,5622,"['Once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like SC_Troll\n#stribpol']",['一旦医疗器械公司的心脏起搏器完成了脑力劳动，他们就会召集合同中的修补者玩具工程师，比如SCţTroll\nţstribpol']
5622,5623,"['Once we break up, ion want the pussy nomore...  Yall really hate huh?']",一旦我们分手了，爱雍就不想再找女人了。。。你真的很讨厌吗]
5623,5624,"['Once you hate someone, everything they do is offensive. ""Look at this bitch eating those crackers like she own the damn place!""']",[“一旦你恨某人，他们所做的一切都是冒犯。”看看这个婊子吃饼干的样子，就好像她是这该死的地方的主人一样]
5624,5625,"['One big school, full of fake bitches.']",[“一所大学校，到处都是假婊子。”]
5625,5626,['One day you niggas gone learn when not to fuck an ugly bitch. Because these pregnancies need to be stopped'],[“有一天你们这些黑鬼去学着什么时候不要和一个丑陋的婊子上床。因为这些怀孕需要停止']
5626,5627,['One hoe be fine as fuck and the other one be ugly than a Bitch'],[“一个锄头像他妈的一样好，另一个比婊子还丑”]
5627,5628,"[""One man's trash is another's Transformer  ",[“一个人的垃圾是另一个人的变压器
5628,5629,"[""One mans hoe, Is another mans... Hoe.. They don't change nigga..""]",[“一个人的锄头，就是另一个人的锄头。。。锄头。。他们不会改变黑鬼……“]
5629,5630,['One mans trash is another mans treasure'],一个人的垃圾就是另一个人的财富
5630,5631,['One mans trash is another mans treasure #believe'],[“一个人的垃圾就是另一个人的财富#相信”]
5631,5632,"[""One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires ",[“再看一次今晚的遛狗日落。又名，电线上看不见的鸟。#日落#看不见#电线
5632,5633,"[""One night stand y'all hoes, y'all ain't nothing more!""]",[“一夜情你们这些锄头，你们什么都不是了！”]
5633,5634,['One of best looks too.  Charlie Weis couple months ago hanging w/Nelly ,['也是最漂亮的一个。查理·维斯几个月前和耐莉一起上吊
5634,5635,"['One of my favorite songs. ""There\'s a man on the shoreline with a white parakeet trying to make his bird go home."" ",[“我最喜欢的歌之一。”在海岸线上有一个人带着一只白色的长尾鹦鹉试图让他的鸟回家
