Column1,ï»¿problem_id,problem_id,translated,_1
3661,3662,"['You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists, see a doctor.'",你需要在你的屁股上放一颗避寒药。一天两次，直到你的婊子屁股消失。如果问题仍然存在，请就匿,
3662,3663,['is such a retard! Biden Calls Himself White Boy in Meeting With Black Pastors ,他真是个笨蛋！拜登在会见黑人牧师时自称白人男孿,
3663,3664,['I guess blaspheme to your Allah is ok if your pos muzzie huh? @Darknight420',我猜亵渎真主是可以的，如果你的pos muzzie嗯？@达奈牿20',
3664,3665,['sit down and stfu raghead @hajihuntingpat',坐下，坐下来，坐下来，@hajihuntingpat',
3665,3666,['shut up faggot',闭嘴，基佬”,
3666,3667,['But that bitch could care less about Benghazi victims!',但那个婊子根本不在乎班加西的受害者！”,
3667,3668,['Dog Government jobs is the SHIT. I done got my last few off that bitch.',狗政府工作是狗屎。我从那婊子身上弄到了我的最后几句话,
3668,3669,['sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag',甜蜜的回归你他妈的赫伯我不看足球，但我仍然蜡你的婊子屁股在它去吞下红袜队的孩子你从纽约基佬”,
3669,3670,"[""you're such a pussy""",你真是个娘娘腔”,
3670,3671,"['is big cat a ""fat pussy"" joke?'",大猫”是胖女人”的笑话吗,
3671,3672,['go eat bear shit you fuckin yokel',去吃熊屎，你这个该死的乡巴佬”,
3672,3673,['dont talk to your hoe that way',别那样跟你的妓女说话”,
3673,3674,['lol wyo bitch',lol wyo bitch',
3674,3675,"[""trash ain't it""",垃圾不是吗”,
3675,3676,['like their players really been talking trash about Bama.',就像他们的球员真的在说巴马的坏话一样。,
3676,3677,"[""You sound like you're pussy whooped. #freelikeabird""",你听起来像是个娘娘腔自由鸟,
3677,3678,"[""You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down.""",你是一个敏感的，娘娘腔，没有幽默感，neo zoom maxi dweeb。现在坐下来。”,
3678,3679,['No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.',确实没有好的选择了。这位总统让吉米·卡特看起来像个骗子。太可悲亿,
3679,3680,"[""true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody""",是的，但我还是认为妓女是和所有人一起睡觉的人”,
3680,3681,"[""He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course""",他绝对是垃圾。但如果比尔·科威尔或斯坦福大学的主教练想要这份工作，我会雇用他们。当然是新的通用汽车,
3681,3682,[' pussy',娘娘腔”,
3682,3683,"[""he talkin bout we wanna be human and I'm just like .... bitch whet?""",他说我们想成为人类，我就像。。。。婊子磨蹭？”,
3683,3684,"[""I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait""",我是个小黑人？？等你见到黑鬼再说。你还没准备好。我是从芝加哥来的，我可不是波布家的女人。等等,
3684,3685,['fuck no faggot',他妈的不要同性恋”,
3685,3686,"[""thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?""",暴徒？作弊？说废话？除了贾梅斯，还有谁在这么做？ND不是在作弊吗？”,
3686,3687,"[""I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!""",我真的没有，知道洋基队，但一直喜欢道奇队的制服！”,
3687,3688,['Yep. *sobs*\n\nI got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.',是的呜咽*\n\n当几个国家队队员（包括那个Kiper/McShay mock）让他滑倒时，我的希望破灭了,
3688,3689,"[""you wouldn't last a day there hoe.""",你在那儿一天也撑不住了，锄。”,
3689,3690,['she playin pussy hole bingo.\nShe drawing the next number',她在玩猫洞宾果游戏。\她在画下一个数孿,
3690,3691,"['damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?'",该死的，这个愚蠢的spic花了将近两天的时间才做出回应，哇，真的很好吗，比纳？”,
3691,3692,"['shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull'",闭上你的臭屁股，跳回你的同性恋屁股，越过边境，小黑鬼，去听一些斗牛犬”,
3692,3693,['it always looks so nice! I was gonna buy this yellow one',它看起来总是那么漂亮！我本来打算买这个黄色的,
3693,3694,['shut up pussy',闭嘴娘娘腔”,
3694,3695,['faggot',同性恋”,
3695,3696,['i know bout yo wack ass dreads nigger',我知道你这个怪人讨厌黑鬼”,
3696,3697,"[""nah you're a nigger""",不，你是个黑鬼”,
3697,3698,['Kik is for hoes.You either gone shit or get off the pot.',Kik是给妓女。你呢要么拉屎要么滚蛿,
3698,3699,"[""ain't no love 4 these hoes""",这些妓女没有爱”,
3699,3700,['shit he prolly is other than that everybody else trash',他妈的不是别人的垃圾”,
3700,3701,['Cowboys fans are cunts? Stop the presses!',牛仔迷是贱人？别按了,
3701,3702,['Are we still talking about animals? I know some Asian folks that would love to see how you prepare your pussy before eating it.',我们还在谈论动物吗？我认识一些亚洲人，他们很想看看你在吃之前如何准备你的阴部,
3702,3703,"[""I'm not a bitch. Take it back.""",我不是婊子。把它拿回去,
3703,3704,['I totally think the something when bitches come across mine saying we are similar. Uh no ',我完全认为当婊子们碰到我说我们很相似的时候。呃，不是,
3704,3705,['bitch merry Christmas',婊子圣诞快乐”,
3705,3706,"[""amen little mama. y does this old southern country bitch like you so much I don't know. but I do!""",阿门，小妈妈。我不知道这个南方老婊子有多喜欢你。但我知道！”,
3706,3707,['block or mute the cunt',阻止或静音的贱人',
3707,3708,"['elissa would call me trash, vile, etc.!'",‘伊丽莎会叫我垃圾、卑鄙等！’,
3708,3709,"['get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good'",买一罐黄蜂喷雾。它射出20英尺远，比熊掌或狼牙棒便宜，效果一样好,
3709,3710,['or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!',或者像我这样的南方婊子，一枪就把一个人的心打爆！！！！”,
3710,3711,"['thank god I\'m just an "" old redneck bitch"" from Memphis ,Tn. And not a troll'",感谢上帝，我只是一个来自田纳西州孟菲斯的老红领婊子”，而不是一个巨魔”,
3711,3712,['fuck u nigger',去你妈的黑鬼,
3712,3713,['jus exsposin hoes on a whole different level ',在一个完全不同的层面上的绝对存在”,
3713,3714,"[""I want some.....I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub""",我想要一些.我已经厌倦了呆在他妈的厨房里，一个婊子很热，需要一杯酒和一次背部按摩”,
3714,3715,"['bitch, wake up!'",婊子，醒醒！”,
3715,3716,"['gross, ill stick with my galaxy, it will still receive those nips'",格罗斯，我会坚持我的银河系，它仍然会收到那些咬”,
3716,3717,['not nappy head hoe though ',但不是尿布妓女”,
3717,3718,['if he wants bitches tip toein on his marble floors he will ',如果他想让婊子在他的大理石地板上踮着脚，他会的”,
3718,3719,['aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living',没人问你这个蠢货要评论我知道你已经尿了你是同性恋了那是你的谋生之道”,
3719,3720,['FOREVER 21 hoes',永迿1妓女”,
3720,3721,['on sale ass hoes',出售的妓女”,
3721,3722,['big titty bitch lmao fuck it good party',大奶头婊子我操他妈的好派对”,
3722,3723,['\nWhere the fuck were you this summer bitch?',\n这个夏天你他妈的在哪里，婊子＿,
3723,3724,['bye hoe',‘再见,
3724,3725,['dnt use my shit against me hoe',不要用我的屎来对付我,
3725,3726,['negro please',请黑人”,
3726,3727,['yes u hoe',是的，你知道”,
3727,3728,['Lmao. it bel ike that nowadays',阿尔芒。就像现在这栿,
3728,3729,['dont favorite me you faggot',别喜欢我，你这个同性恋”,
3729,3730,['we need more opinionated bitches.\n\n#MOAR',我们需要更多固执己见的婊子\n\n#呻吟',
3730,3731,['shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag',闭嘴，基佬，基佬，尼克斯，你的观点和基佬无关”,
3731,3732,['teabaggers are extremely dumb...',‘袋泡茶的人非常愚蠢…,
3732,3733,['drinking away this stress. you got some new hoes for us?',喝掉这些压力。你有新妓女给我们吗,
3733,3734,"['pretty sure you meant flight and not flite, dumb ass cracker.'",你肯定是指飞行而不是飞行，蠢货。,
3734,3735,"[""I didn't know you was following me hoe """,我不知道你在跟踪我,
3735,3736,"['Oh but those last few that did.. Charlie, Wilma, Jeanne...'",哦，但最后几次。。查理、威尔玛、珍妮…,
3736,3737,"[""politics isn't twitter coon lol""",政治不是twitter coon lol”,
3737,3738,['choke on something hoe',被什么东西噎住了”,
3738,3739,['lmao cunt',lmao cunt',
3739,3740,['fuck off my pussy boi bitch',滚开我的娘娘腔婊子”,
3740,3741,['me bitch im tryna keep a clean track record the fuck bruh',我的婊子，我想保持一个干净的记录，他妈的，兄弟”,
3741,3742,['we dont love these hoes',我们不喜欢这些妓女”,
3742,3743,['is an evil hate whitey racist who thinks Delbert Belton deserved it. @StephAnnAnson',是一个邪恶的仇恨白人种族主义者谁认为德尔伯特贝尔顿罪有应得。@斯蒂芬纳棿,
3743,3744,"[""Idk is she's actually from there lol, we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol""",Idk是她实际上从那里lol，我们跟踪了一个乐队。但我们遇到了几个班布里吉人。这个婊子有四颗牙齿我发調,
3744,3745,[' im joked out bitch you stupid!',我开玩笑说婊子，你这个笨蛋！”,
3745,3746,['likkadawgg turn up ya bitch...fw ya dawg man',‘像个婊子……像个傻子’,
3746,3747,['tf bitch you had brain surgery and aint tell me??!?',婊子，你做了脑部手术却不告诉我？？！”,
3747,3748,['make that llama your bitch',把那只美洲驼变成你的婊子”,
3748,3749,['bitch. ',婊子”,
3749,3750,"[""lets get a group together &amp; do something negro, I'm home""",让我们聚在一起做点什么，黑人，我回来了”,
3750,3751,['ugly nigger',丑陋的黑鬼”,
3751,3752,"['it\'s funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass '",‘很有趣，这一页引用了我的推特上关于‘骆驼骑师’一词的话，因为我是个该死的阿拉伯人，你这个笨蛋’,
3752,3753,"[""thanks kass I respect you. Not you Annie, you're a bitch.""",谢谢，卡斯，我尊重你。不是你，安妮，你是个婊孿,
3753,3754,"['I starting laughing ""worked out""...not b/c I think its funny that you work...\n*throws phone in trash over butchered subtweet'",我开始笑”工作了…不是b/c我觉得你工作很有趣…\n*把电话扔到垃圾桶里，而不是被屠宰的子周末”,
3754,3755,['bitch nigga',婊子黑鬼”,
3755,3756,['ily hoe cheer up pretti',ily hoe cause up pretti',
3756,3757,['lol tell that hoe grow up ahaha',‘哈哈，告诉我，妓女长大了，哈哈,
3757,3758,['fuck bitches',该死的婊子”,
3758,3759,['I know nigs',我认识尼格斯”,
3759,3760,"['yo bitch, I miss you too.'",婊子，我也想你。”,
3760,3761,"[""lmao girlllaaaa I don't like em chunky anymore.""",我不喜欢他们矮胖了。”,
3761,3762,['dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*',别把它弄歪了，说当婊子们在附近的时候，我的精神状态是不玩耍的*点击链接*”,
3762,3763,"[""I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch""",有一天晚上，我会告诉斯凯拉‘嘿，我早上有个航班……你说不说，我在给我的巴西婊子发短信”,
3763,3764,['LOL this is why u my nig',这就是为什么你是我的朋叿,
3764,3765,['he jus need to go to brazil get himself a bad brazilian bitch and jus relax',他需要去巴西给自己找个坏的巴西婊子放松一下”,
3765,3766,"['if yo girl let them in, she a hoe...she belong to the world, why u cuffing her'",如果你的女孩让他们进来，她是妓女…她属于这个世界，为什么你要铐她”,
3766,3767,['why is he stressin himself this nig can be livin lik meech before he went to prison',为什么他在自己身上有压力这个黑人在入狱前可以像米奇一样生活”,
3767,3768,['your welcome my nig #salute',‘欢迎你，我的孩孿敬礼’,
3768,3769,['bitch your yuck',婊子你的恶心”,
3769,3770,"['gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy'",当伊斯兰教育家奶牛试图反驳年龄的时候，一定会喜欢的，典型的傻瓜式的愚蠢”,
3770,3771,['im on that hoe now',我现在在妓女丿,
3771,3772,['lmaooo hell naw nigga you must was playing school of blind and cripple',lmaooo地狱，你一定是在玩盲人和残废学校的游戏',
3772,3773,"['I feel the same way about the bigotry and racism of using the word ""redskins"".'",我对红人”这个词的偏执和种族歧视也有同感,
3773,3774,['shut up bitch it ainn complete witout Money Melle n it',闭嘴，婊子，没钱就完蛋了”,
3774,3775,['yellow shirt hat turnt to da side',黄色衬衫帽子转向da侧”,
3775,3776,"['along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins'",还有法兰西蓝和巴格斯兔子味，还有奥利奥IVs。@Lajejejenkins',
3776,3777,['please acknowledge my existence you amazing son of a bitch',请承认我的存在，你这个了不起的狗娘养的”,
3777,3778,['do u still have ur blk. pom?',你还有你的黑色。波姆？”,
3778,3779,['see bitch this is why you have no friends',看，婊子，这就是你没有朋友的原因”,
3779,3780,"['look here bitch if i wanted to be gramatically correct, i would have'",看这里，婊子，如果我想在图形上正确，我会的”,
3780,3781,['im talking about the pucture of the pussy cat you nit twit',我说的是那只你养的小猫的皱褶,
3781,3782,"['Him as well, They like their fried chicken,esp the spear chuckers.'",他也是，他们喜欢炸鸡，尤其是吃长矛的人。”,
3782,3783,['He now resides on the Mantle piece.',他现在住在披风上。”,
3783,3784,['Certainlt not the paddies',当然不是稻田”,
3784,3785,['Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.',曼城和洋基联手组成了20大联盟俱乐部。他仿015年开始比赿,
3785,3786,"['Mr.Cox,the Chase me Charlie of his day.Bend over boy,while I conjugate your A**e'",考克斯先生他的《追我查理》白天。弯腰我把你的A**e',
3786,3787,['Not taking Franks advice and he ate the yellow snow.',不听弗兰克斯的劝告，他吃了黄色的雪。”,
3787,3788,['That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.',那个白痴巴里赫恩，是的似乎所有的一切都是关于球队没有选择分享场地的问颿,
3788,3789,['The spear chuckers are flooding into Upton Park.',掷矛者涌入厄普顿公园。”,
3789,3790,['Yankees beat then in the Grapefruit league the other day.',前几天洋基在葡萄柚联赛中击败了他们。”,
3790,3791,"['Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks'",‘洋基今晚在布朗克斯打球，本系列第三场对阵响尾蛇’,
3791,3792,"['You remember,it used to be funny coloured paper.'",你记得吗，以前是有趣的彩色纸。”,
3792,3793,"[""nahh , whatever you are spook or spic, I still don't like you . Good day""",不，不管你是幽灵还是spic，我还是不喜欢你。你好,
3793,3794,"['""bitches ain\'t shit but hoes with tricks""'",婊子不是狗屎，而是耍花招的妓女,
3794,3795,['do it i fucking dare you faggot',我他妈的敢干你这个同性恋”,
3795,3796,"[""you cant call someone a fag if you're snuggling up with guys""",如果你和男人依偎在一起，就不能叫别人基佬”,
3796,3797,['so if your 17 and in high school you dont have your own house you fucking faggot',所以如果你17岁，在高中你没有自己的房子，你他妈的同性恋”,
3797,3798,['faggot',同性恋”,
3798,3799,"['""the stupidest bitch"" brb crying he called me stupid'",最愚蠢的婊子”他哭着说我愚蠢',
3799,3800,"[""Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow, broke bum.""",噢，先生，我很坚强，因为我住在一个弱智的城市，觉得他很酷。像你这样的人应该铲我的雪，坏流浪汉,
3800,3801,['apply to thunder valley bitch',适用于雷霆谷婊子',
3801,3802,"[""look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please""",看这里，我是一个口渴的混蛋，混蛋，17岁的尼卡amp；I jus想知道我是否可以获得回访请,
3802,3803,"[""when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both""",现在下注时，我要确保那个婊子不参与其中，这是弗洛伊德和帕克能达成一致的一件事，她把他们俩都搞砸了”,
3803,3804,['I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne',我喜欢他，但我真的怀疑他是否能上场，我们已经在波什-伯德-麦克鲍伯和肖恩的大个子轮换中得到了很多”,
3804,3805,['finished the essay and the quiz bitch',完成了论文和测验，婊子”,
3805,3806,"[""ok I just wanted to know bitch at 5:20 if you're not here I'm out""",好吧，我只想在5:20认识婊子，如果你不在，我就出去”,
3806,3807,"[""Because Ian's retarded""",因为伊恩是弱智”,
3807,3808,['lol nigga them look like a combo of trash in your house &amp; trash at the dump',lol nigga them look like a comble of trash in your house&trash at the dump',
3808,3809,['on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here ',上帝啊，尼加，你想说艾滋病流行得更久了，就像没有母狗埃博拉在这里一样”,
3809,3810,['the bad bitch with them ugly ass nikes',穿着丑屁股耐克鞋的坏婊子”,
3810,3811,"[""Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :)""",哈哈，我不是你，只是你不能为你无法控制的事情难过。但当你走上舞台时，我的小弟弟我会很高兴：）,
3811,3812,['lmaoo I think I want this bitch YA me tiene cansada but thanks wait hold up ... Who u fighting ',lmao我想我想要这个婊子你给我tiene cansada但是谢谢等等等等。。。你在和谁战斿,
3812,3813,['u stupid fuk head bitch',你这个蠢贿,
3813,3814,['and the plastic surgery of a tranny.',还有特兰尼的整形手术。”,
3814,3815,['quit being a baby & hit that patchouli pussy!',别再当小孩了，打那个广藿香猫！”,
3815,3816,"[""so she's retarded?""",那么她是弱智？”,
3816,3817,['I think I did my job here! Toodles to you bitches ',我想我在这里做了我的工作！祝你们狗娘养的,
3817,3818,"[""speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else   icu""",说到小婊子，你连蹲都没做，你这个小婊子一直在说话，分散别人的注意力”,
3818,3819,['io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!',我。哈哈，大胆探戈！哈哈，胖胖的泰伦！伸手去拿拉希麦,
3819,3820,['if I can get this bitch to go --&gt;&gt; @Wisdom_Stature',如果我能把这婊子赶赿-&gt＿gt；@Wisdom\u Stature',
3820,3821,['bitch you know the lingo hoe lol',婊子你懂行话，哈哈”,
3821,3822,['lol toughen up pussy',lol强韧起来的阴部,
3822,3823,['that hoe skilled',那妓女很熟练”,
3823,3824,['we gotta find this hoe',我们得找到这个妓女”,
3824,3825,['song trash....',歌曲垃圾,
3825,3826,"['boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes'",停下来！11号病房没有妓女……也从来没有，所以没人知道我们的兜帽在哪里……没有妓女,
3826,3827,"['i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....'",我有一个带孩子的堤坝当经理，她在这周又雇了一个女孩……,
3827,3828,['is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy',他真是个妓女。穿上你的鞋子，你这个大婊子.你错过了雷·艾伦保释你的沙发镜头……娘娘腔,
3828,3829,['r u a faggot?',你是同性恋吗？”我不知道,
3829,3830,['that shit chunky lol',那该死的矮胖的lol',
3830,3831,"['carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca'",烤牛肉，加洛平托，绿切块，炸奶酪和一份米尔卡沙拉,
3831,3832,['psh if a (sexy) bitch gotta sexy voice she can easily get shit goin',如果一个（性感的）婊子有性感的嗓音，她很容易就会拉屎,
3832,3833,['pussy',娘娘腔”,
3833,3834,['stop being a pussy.',别再娘娘腔了。”,
3834,3835,['ha ha look what this fag said lol',‘哈哈，看看这个基佬说了什么，哈哈,
3835,3836,['u pulled.that queer shit as spon as u put no homo lol',u拉。那个像海绵一样奇怪的屎，就像你说的没有同性恋一栿,
3836,3837,['yep lmao. Its been a hectic few weeks. Waddup ho',是的，我知道。这几个星期很忙。Waddup ho',
3837,3838,['go Yankees',去洋基队”,
3838,3839,['hahahh thank you fag boy! #represent',哈哈，谢谢你这个同性恋男孩＿表示',
3839,3840,"[""exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya""",正是如此，所以推特一些其他的狗屎所有的，不要像每个人这不是猴子看到猴子做koiya”,
3840,3841,['\nInch that bitch out and flick it wit my tongue like a damn pinada',\nInch that bitch out and flick it with my toolk like a damn pinada'.'\n把那婊子抓出来，像个该死的皮纳达一样用我的舌头弹它,
3841,3842,"[""don't pay dem bitches and they dirty ass chucks no mind bro""",别付钱给狗娘养的，他们脏兮兮的屁滚尿流”,
3842,3843,"['we gotta get like 20 heads to go. Everyone brings tree, some bring food, bitches, and liquor of course.'",我们得有20个人头去。每个人都带着树，有些人带着食物，当然还有酒,
3843,3844,"[""Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie""",自制的天使食品，半英寸巧克力糖霜黄色蛋糕，魔鬼的食物，山核桃派”,
3844,3845,"['I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!'",有一次我不在了，狗把一只浣熊叼到了变压器杆上，她一枪就把它捡了下来，还通着电！”,
3845,3846,['is having a birthday so make sure you tell that bitch be happy.   &amp; celebrate without drugs ',你一定要告诉那个婊子开心点amp；庆祝而不吸毒',
3846,3847,['why were there penguins and a bird in the puppy bowl???',为什么小狗碗里有企鹅和鸟？”,
3847,3848,"[""lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.""",哈哈，该死。我只是想让你知道。我的爸爸是超级赛扬猿屎。,
3848,3849,"[""nooo I am....lmfao and don't bitch me ya bitch""",不，我是别骂我，婊子”,
3849,3850,['I volunteer to be guinea pig and help test it out ',我自愿做一只豚鼠，帮助测试它”,
3850,3851,['lmao...nigga talking like he bag bitches',lmao…黑鬼说话像他包婊子',
3851,3852,"['I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri'",我这辈子从没见过这么无知、不识字的狗屎。把国家警卫带进来，把这些垃圾散开。@巴塞姆马斯利,
3852,3853,['well pee is oft yellow.',小便常常是黄色的。”,
3853,3854,['says the scrawny nigger.',瘦骨嶙峋的黑鬼说。”,
3854,3855,['prairie nigger',草原黑鬼”,
3855,3856,"[""haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him I already have""",哈哈，好吧，你得过来看看这个婊子，哈哈，你会把他吓跑的，我已经有了”,
3856,3857,['haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear -_-',哈哈，不，但我准备再打那婊子一巴掌了，他走进我的房间打招呼，而我穿着内衣在圣徒中玩耿,
3857,3858,['bitch',婊子”,
3858,3859,['Fuck you bitch',去你妈的婊子”,
3859,3860,['all bitches all day all the time',整天都是婊子”,
3860,3861,['fucking losers wetbacks #SorryNotSorry',‘该死的失败者湿背熊#对不起’,
3861,3862,"[""; My ass just won't be on that hoe!""",我的屁股不会在那妓女上！”,
3862,3863,['; so you about to purpose to Charlie?',；那么你打算嫁给查理吗？',
3863,3864,"['""I\'m a dirty ass nigga with a clean dick. Fucked a bitch in her ass then she sucked my dick."" omg Lil B we aren\'t ready.'",我是一个肮脏的黑人，有一个干净的阴茎。操了一个婊子的屁股，然后她吸了我的老二。天哪，我们还没准备好呢。,
3864,3865,"['her face ugly to me, &amp; her nudes were trash.'",她的脸对我来说很难看，她的裸体是垃圾。”,
3865,3866,['this hoe ',这妓女”,
3866,3867,[' my fault it sound like it fucc nicca',我的错，听起来像是我的错”,
3867,3868,['what you say bitch? #selfiesONselfies ,你说什么婊子？#自私自利,
3868,3869,['bare it bitch.\nSee what I did there',该死的婊子。\n看我在那里做了什么”,
3869,3870,['keep them around so new bitches know they could be the next ex if they dont stay in line.',把她们留在身边，让新来的婊子们知道，如果她们不排队的话，她们可能会成为下一个前任。,
3870,3871,"[""we're talking about fucking you right in the pussy""",我们说的是在阴部操你”,
3871,3872,['yer dirty pussy',yer dirty pussy',
3872,3873,['do it pussy',做猫咪”,
3873,3874,"['No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada.'",没有一个女人值得被这样践踏。他是个婊子，每个人都在看纳达的表演,
3874,3875,['Statement of the Day: Ppl who  are even dumber than he is. The ole birds of a feather type of deal.',今天的声明：比他还笨的人。一种羽毛类型的交易,
3875,3876,"['Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!'",我们用于灾难恢复的迪斯科”是一个非常棒的布朗尼，它表明了它们的构造有多好。最极端的条件,
3876,3877,['Charlie Day?',查理日”,
3877,3878,['you Sick bitch didnt even invite me',你这个恶心的婊子根本没邀请我”,
3878,3879,['shut up bitch',闭嘴婊子”,
3879,3880,"['niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch'",‘黑鬼就像我圿度的天气里拖着我的坚果，像个婊子一样冻在外面’,
3880,3881,['so your a dumb bitch?',那你这个蠢婊子？”,
3881,3882,['ur so anal stfu for once u bitch',你的肛门有一次是你的婊子”,
3882,3883,"[""basically we ain't got room for basic bitches.""",基本上我们没有地方放基本的婊子。”,
3883,3884,['ha.. she got them bitches worked on',哈。。她让那些婊子们做了',
3884,3885,['bitch I know you seen me tweet bout you',婊子我知道你看到我在推特上说你了”,
3885,3886,['bitch bye.',婊子再见”,
3886,3887,['bitch who is you?',婊子，你是谁？”,
3887,3888,[' alright nah bitch you want play on Twitter.',好吧，你想在Twitter上玩吗？”,
3888,3889,['&amp; you got cancer hoe',和；你得了癌痿,
3889,3890,"[""bitch you didn't feed me. You asked my to buy you a burger """,婊子，你没喂我。你要我给你买个汉堡,
3890,3891,['bitch nobody want you',婊子没人要你”,
3891,3892,"[""bitch that's why I'm bouta go to waffle""",婊子，这就是为什么我要去吃华夫饼”,
3892,3893,['bitch you not coming ,你不来吗,
3893,3894,['now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.',现在我们在德克萨斯州有一个Ebloa案件。如果我们杀了所有的黑鬼，我们就安全亿,
3894,3895,['I read that in his voice like a hoe',我像妓女一样从他的声音里读到的”,
3895,3896,['fml both or half breed ex at the gym. Ugh',fml双亲或混血前女友在健身房。呃',
3896,3897,['Nice pussy.',好娘娘腔”,
3897,3898,"[""idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?""",我让你咿个孩子和3个爸爸的孩子一起享受福利？”,
3898,3899,['your a big yute to be having slits in your brows my darg lol drop it out',你的额头上有个大裂口，我的天啊，把它扔了吧”,
3899,3900,['haha Noo bitch now!  stop playing games hoe! ',哈哈，婊子！别玩游戏了，妓女,
3900,3901,['And the Yankees gave you a win. :) Happy Birthday!!',而洋基给了你一场胜利。：）生日快乐！＿,
3901,3902,"[""- I'm jst fckn w/ you. I've always wanted to jigg hella good too. we jst not wild enough to be in the circle cuz.""",我是jst fckn w/你。我也一直想和他好好相处。我们没有足够的野性去圈里，因丿,
3902,3903,"[""I don't bend that way queer. Thanks for the offer it's flattering.""",我不会弯成那样的。谢谢你的好意，太好亿,
3903,3904,['go back to nigeria faggot',‘回尼日利亚去吧，基佬’,
3904,3905,['ratchet white trash',棘轮白垃圾”,
3905,3906,['some white bitch on Facebook lol',脸谱上的某个白人婊子lol',
3906,3907,['get a real hair cut faggot. I served my country in the Marines for 8 years. What have u done.',去剪一个真正的发型。我在海军服役了8年。你做了什么？',
3907,3908,['ur a fucking half breed dog. Stop acting.',你他妈的混血狗。停止行势,
3908,3909,"[""yall playful don't come dumb hoes""",你真好玩，别来傻妓女”,
3909,3910,"[""I've only like about 3 pair..they're overpriced trash ..""",我只喜欿叿.它们是高价垃圿.”,
3910,3911,"[""Naw... I'm trash... Keep ya pity hugs...""",不。。。我是垃圾。。。给你一个同情的拥抱……,
3911,3912,['booty wop sided as hell',战利品像地狱一样,
3912,3913,['two birds with one stone Biggs.',一石二鸟,
3913,3914,['pussy',娘娘腔”,
